tdate,id,open,high,close,low,volume,amount,utime
2018-03-30,000876,7.27,7.30,7.29,7.26,10054693.00,73144651.00,2018-04-05 10:53:29
2018-03-29,000876,7.24,7.29,7.27,7.20,11059333.00,80028379.00,2018-04-05 10:53:29
2018-03-28,000876,7.27,7.32,7.23,7.20,17049577.00,123440499.00,2018-04-05 10:53:29
2018-03-27,000876,7.33,7.38,7.33,7.25,24203081.00,176812913.00,2018-04-05 10:53:29
2018-03-26,000876,7.41,7.41,7.29,7.06,40954396.00,295200952.00,2018-04-05 10:53:29
2018-03-23,000876,7.43,7.74,7.50,7.33,69470920.00,524606515.00,2018-04-05 10:53:29
2018-03-22,000876,7.53,7.56,7.49,7.48,10079262.00,75638939.00,2018-04-05 10:53:29
2018-03-21,000876,7.52,7.61,7.55,7.50,18931780.00,142990201.00,2018-04-05 10:53:29
2018-03-20,000876,7.44,7.53,7.51,7.44,11652805.00,87093047.00,2018-04-05 10:53:29
2018-03-19,000876,7.51,7.52,7.47,7.46,13013847.00,97351559.00,2018-04-05 10:53:29
2018-03-16,000876,7.57,7.59,7.53,7.53,9856766.00,74392486.00,2018-04-05 10:53:29
2018-03-15,000876,7.61,7.62,7.56,7.53,12049027.00,90999663.00,2018-04-05 10:53:29
2018-03-14,000876,7.66,7.68,7.61,7.58,16153423.00,122996692.00,2018-04-05 10:53:29
2018-03-13,000876,7.73,7.77,7.69,7.68,17256927.00,132988370.00,2018-04-05 10:53:29
2018-03-12,000876,7.65,7.73,7.73,7.64,23895401.00,183496926.00,2018-04-05 10:53:29
2018-03-09,000876,7.63,7.66,7.64,7.60,17938028.00,136615311.00,2018-04-05 10:53:29
2018-03-08,000876,7.62,7.65,7.61,7.60,11735148.00,89286824.00,2018-04-05 10:53:29
2018-03-07,000876,7.63,7.69,7.63,7.61,20750171.00,158472197.00,2018-04-05 10:53:29
2018-03-06,000876,7.61,7.64,7.64,7.55,17154909.00,130188827.00,2018-04-05 10:53:29
2018-03-05,000876,7.61,7.66,7.59,7.58,11619301.00,88327895.00,2018-04-05 10:53:29
2018-03-02,000876,7.61,7.64,7.59,7.52,17508590.00,132507504.00,2018-04-05 10:53:29
2018-03-01,000876,7.55,7.67,7.61,7.54,14813572.00,112372857.00,2018-04-05 10:53:29
2018-02-28,000876,7.58,7.65,7.58,7.53,15737985.00,119034069.00,2018-04-05 10:53:29
2018-02-27,000876,7.74,7.75,7.61,7.59,28386152.00,216648312.00,2018-04-05 10:53:29
2018-02-26,000876,7.65,7.76,7.73,7.61,22987618.00,176651312.00,2018-04-05 10:53:29
2018-02-23,000876,7.63,7.70,7.65,7.57,21391888.00,162968851.00,2018-04-05 10:53:29
2018-02-22,000876,7.66,7.67,7.61,7.59,18301926.00,139264436.00,2018-04-05 10:53:29
2018-02-14,000876,7.51,7.59,7.58,7.49,10415728.00,78472680.00,2018-04-05 10:53:29
2018-02-13,000876,7.57,7.64,7.50,7.50,20872064.00,157812630.00,2018-04-05 10:53:29
2018-02-12,000876,7.50,7.57,7.54,7.43,21354869.00,160338137.00,2018-04-05 10:53:29
2018-02-09,000876,7.66,7.69,7.47,7.32,46079684.00,346036472.00,2018-04-05 10:53:29
2018-02-08,000876,8.06,8.13,7.88,7.76,42058171.00,334873085.00,2018-04-05 10:53:29
2018-02-07,000876,8.26,8.31,8.10,8.04,37688596.00,308007870.00,2018-04-05 10:53:29
2018-02-06,000876,8.30,8.31,8.16,8.03,56580081.00,461733026.00,2018-04-05 10:53:29
2018-02-05,000876,8.12,8.44,8.40,8.09,44603416.00,371590532.00,2018-04-05 10:53:29
2018-02-02,000876,8.06,8.20,8.17,7.94,29007987.00,234586319.00,2018-04-05 10:53:29
2018-02-01,000876,8.28,8.31,8.05,7.97,49819075.00,404311669.00,2018-04-05 10:53:29
2018-01-31,000876,8.22,8.37,8.33,8.20,28547867.00,236031255.00,2018-04-05 10:53:29
2018-01-30,000876,8.46,8.51,8.28,8.27,36813365.00,308030994.00,2018-04-05 10:53:29
2018-01-29,000876,8.45,8.63,8.49,8.39,56158463.00,477315820.00,2018-04-05 10:53:29
2018-01-26,000876,8.22,8.47,8.47,8.18,53674695.00,449977223.00,2018-04-05 10:53:29
2018-01-25,000876,8.46,8.57,8.25,8.20,47339306.00,395916145.00,2018-04-05 10:53:29
2018-01-24,000876,8.35,8.49,8.37,8.29,37838134.00,316233660.00,2018-04-05 10:53:29
2018-01-23,000876,8.27,8.44,8.35,8.23,41388536.00,343646418.00,2018-04-05 10:53:29
2018-01-22,000876,8.26,8.30,8.27,8.16,29665827.00,244340118.00,2018-04-05 10:53:29
2018-01-19,000876,8.39,8.40,8.30,8.22,42586407.00,352767736.00,2018-04-05 10:53:29
2018-01-18,000876,8.33,8.48,8.39,8.29,44693333.00,374674139.00,2018-04-05 10:53:29
2018-01-17,000876,8.33,8.52,8.36,8.26,81455820.00,681982210.00,2018-04-05 10:53:29
2018-01-16,000876,7.86,8.48,8.33,7.83,105512017.00,865546502.00,2018-04-05 10:53:29
2018-01-15,000876,7.83,7.93,7.83,7.79,28527449.00,224112945.00,2018-04-05 10:53:29
2018-01-12,000876,7.82,7.94,7.83,7.80,20404209.00,159857259.00,2018-04-05 10:53:29
2018-01-11,000876,7.84,7.94,7.85,7.81,27140984.00,213293355.00,2018-04-05 10:53:29
2018-01-10,000876,7.92,7.93,7.84,7.76,31817578.00,248693581.00,2018-04-05 10:53:29
2018-01-09,000876,7.88,7.94,7.90,7.85,25531597.00,201190975.00,2018-04-05 10:53:29
2018-01-08,000876,7.76,8.03,7.91,7.75,62096142.00,492742783.00,2018-04-05 10:53:29
2018-01-05,000876,7.66,7.84,7.78,7.64,33388551.00,258420087.00,2018-04-05 10:53:29
2018-01-04,000876,7.62,7.67,7.65,7.60,17803640.00,135959912.00,2018-04-05 10:53:29
2018-01-03,000876,7.55,7.62,7.62,7.53,21050889.00,159690554.00,2018-04-05 10:53:29
2018-01-02,000876,7.48,7.57,7.55,7.45,20771438.00,156255996.00,2018-04-05 10:53:29
