tdate,id,open,high,close,low,volume,amount,utime
2017-09-29,002371,44.25,45.01,44.50,43.89,6410315.00,191518155.00,2018-04-05 10:53:29
2017-09-28,002371,43.13,44.53,44.20,43.02,8031967.00,237093991.00,2018-04-05 10:53:29
2017-09-27,002371,42.53,43.38,43.17,42.07,4755361.00,136745360.00,2018-04-05 10:53:29
2017-09-26,002371,42.43,43.14,42.53,41.92,4658053.00,132820523.00,2018-04-05 10:53:29
2017-09-25,002371,42.81,43.63,42.52,41.99,6460440.00,185450670.00,2018-04-05 10:53:29
2017-09-22,002371,44.16,44.16,42.50,42.23,8710185.00,250976595.00,2018-04-05 10:53:29
2017-09-21,002371,45.10,46.99,44.35,44.25,10503452.00,320772860.00,2018-04-05 10:53:29
2017-09-20,002371,43.41,46.78,45.89,42.90,13719536.00,414919794.00,2018-04-05 10:53:29
2017-09-19,002371,44.08,45.50,43.63,42.96,12582276.00,374351333.00,2018-04-05 10:53:29
2017-09-18,002371,42.93,43.68,43.25,42.16,5722352.00,165169425.00,2018-04-05 10:53:29
2017-09-15,002371,43.60,44.16,42.59,42.10,7132177.00,205412488.00,2018-04-05 10:53:29
2017-09-14,002371,41.56,44.01,43.23,41.56,10272100.00,297678680.00,2018-04-05 10:53:29
2017-09-13,002371,41.59,42.07,41.55,40.95,5009556.00,139722301.00,2018-04-05 10:53:29
2017-09-12,002371,41.92,41.92,41.59,40.87,6906048.00,191873370.00,2018-04-05 10:53:29
2017-09-11,002371,39.80,41.89,41.62,39.80,7065480.00,194789580.00,2018-04-05 10:53:29
2017-09-08,002371,40.31,40.73,39.91,39.56,5666400.00,151721731.00,2018-04-05 10:53:29
2017-09-07,002371,40.13,42.37,40.50,39.91,10496554.00,290992928.00,2018-04-05 10:53:29
2017-09-06,002371,39.82,40.83,40.13,39.53,5774303.00,155449635.00,2018-04-05 10:53:29
2017-09-05,002371,40.10,41.01,39.68,39.58,7471427.00,201293026.00,2018-04-05 10:53:29
2017-09-04,002371,37.77,41.23,40.35,37.47,13981871.00,374547955.00,2018-04-05 10:53:29
2017-09-01,002371,37.49,38.04,37.79,37.04,4847497.00,122338205.00,2018-04-05 10:53:29
2017-08-31,002371,36.21,37.71,37.47,36.09,5751916.00,142888180.00,2018-04-05 10:53:29
2017-08-30,002371,35.91,36.80,36.21,35.71,3710713.00,90504727.00,2018-04-05 10:53:29
2017-08-29,002371,35.74,36.30,35.91,35.50,3476209.00,83705241.00,2018-04-05 10:53:29
2017-08-28,002371,34.98,36.06,35.71,34.98,3602831.00,86364538.00,2018-04-05 10:53:29
