tdate,id,open,high,close,low,volume,amount,utime
2016-12-30,000031,8.09,8.13,8.00,7.98,12819424.00,114944859.00,2018-04-05 10:53:29
2016-12-29,000031,8.11,8.14,8.06,8.05,10420882.00,94022486.00,2018-04-05 10:53:29
2016-12-28,000031,8.18,8.22,8.10,8.07,13941173.00,126272722.00,2018-04-05 10:53:29
2016-12-27,000031,8.26,8.26,8.19,8.18,11092439.00,101606912.00,2018-04-05 10:53:29
2016-12-26,000031,8.15,8.28,8.25,8.05,19550942.00,178116600.00,2018-04-05 10:53:29
2016-12-23,000031,8.21,8.30,8.18,8.16,20026966.00,183590528.00,2018-04-05 10:53:29
2016-12-22,000031,8.40,8.43,8.25,8.25,30419611.00,282140536.00,2018-04-05 10:53:29
2016-12-21,000031,8.41,8.58,8.46,8.40,28037177.00,265470231.00,2018-04-05 10:53:29
2016-12-20,000031,8.59,8.60,8.43,8.34,27683657.00,260546987.00,2018-04-05 10:53:29
2016-12-19,000031,8.48,8.63,8.60,8.46,39380292.00,375678871.00,2018-04-05 10:53:29
2016-12-16,000031,8.40,8.52,8.47,8.31,30417119.00,285716343.00,2018-04-05 10:53:29
2016-12-15,000031,8.30,8.51,8.39,8.27,31452437.00,294341795.00,2018-04-05 10:53:29
2016-12-14,000031,8.37,8.70,8.44,8.27,66201094.00,628544264.00,2018-04-05 10:53:29
2016-12-13,000031,8.01,8.59,8.44,7.95,48803180.00,453336580.00,2018-04-05 10:53:29
2016-12-12,000031,8.39,8.39,8.02,8.00,26886683.00,245782726.00,2018-04-05 10:53:29
2016-12-09,000031,8.38,8.43,8.34,8.28,15943262.00,148530641.00,2018-04-05 10:53:29
2016-12-08,000031,8.38,8.52,8.39,8.30,24587631.00,230683143.00,2018-04-05 10:53:29
2016-12-07,000031,8.29,8.40,8.38,8.27,11945713.00,111122989.00,2018-04-05 10:53:29
2016-12-06,000031,8.36,8.39,8.28,8.27,11794220.00,109368701.00,2018-04-05 10:53:29
2016-12-05,000031,8.35,8.48,8.34,8.25,19572089.00,182234324.00,2018-04-05 10:53:29
2016-12-02,000031,8.61,8.65,8.45,8.42,29208987.00,277402381.00,2018-04-05 10:53:29
2016-12-01,000031,8.38,8.66,8.66,8.37,43391577.00,412554674.00,2018-04-05 10:53:29
2016-11-30,000031,8.39,8.48,8.38,8.36,15494154.00,145090956.00,2018-04-05 10:53:29
2016-11-29,000031,8.49,8.49,8.39,8.37,27302579.00,256351203.00,2018-04-05 10:53:29
2016-11-28,000031,8.61,8.65,8.52,8.52,29307886.00,280451580.00,2018-04-05 10:53:29
2016-11-25,000031,8.50,8.65,8.58,8.42,39084330.00,372619689.00,2018-04-05 10:53:29
2016-11-24,000031,8.44,8.54,8.48,8.42,26395464.00,249782143.00,2018-04-05 10:53:29
2016-11-23,000031,8.39,8.57,8.44,8.39,38469424.00,363375943.00,2018-04-05 10:53:29
2016-11-22,000031,8.36,8.42,8.38,8.33,14681756.00,137007987.00,2018-04-05 10:53:29
2016-11-21,000031,8.39,8.44,8.36,8.35,17965727.00,167850258.00,2018-04-05 10:53:29
2016-11-18,000031,8.40,8.54,8.41,8.35,27959644.00,263294928.00,2018-04-05 10:53:29
2016-11-17,000031,8.37,8.42,8.38,8.33,13614555.00,127091624.00,2018-04-05 10:53:29
2016-11-16,000031,8.41,8.43,8.37,8.34,18319475.00,171167418.00,2018-04-05 10:53:29
2016-11-15,000031,8.33,8.56,8.47,8.30,40762371.00,384026858.00,2018-04-05 10:53:29
2016-11-14,000031,8.27,8.38,8.33,8.25,21493643.00,199322059.00,2018-04-05 10:53:29
2016-11-11,000031,8.25,8.34,8.30,8.17,26011439.00,239836816.00,2018-04-05 10:53:29
2016-11-10,000031,8.23,8.30,8.26,8.20,20175534.00,185278357.00,2018-04-05 10:53:29
2016-11-09,000031,8.26,8.29,8.18,8.08,15428467.00,140754325.00,2018-04-05 10:53:29
2016-11-08,000031,8.23,8.32,8.27,8.21,11143902.00,102662260.00,2018-04-05 10:53:29
2016-11-07,000031,8.24,8.24,8.22,8.14,10685493.00,97591362.00,2018-04-05 10:53:29
2016-11-04,000031,8.29,8.31,8.24,8.22,9221968.00,84958553.00,2018-04-05 10:53:29
2016-11-03,000031,8.26,8.37,8.29,8.19,13992314.00,129210672.00,2018-04-05 10:53:29
2016-11-02,000031,8.31,8.32,8.25,8.25,9548045.00,88037702.00,2018-04-05 10:53:29
2016-11-01,000031,8.26,8.35,8.31,8.26,9265800.00,85862685.00,2018-04-05 10:53:29
2016-10-31,000031,8.31,8.33,8.25,8.20,11138316.00,102526920.00,2018-04-05 10:53:29
2016-10-28,000031,8.43,8.48,8.33,8.33,11337099.00,106125955.00,2018-04-05 10:53:29
2016-10-27,000031,8.48,8.49,8.42,8.41,8807609.00,82878009.00,2018-04-05 10:53:29
2016-10-26,000031,8.52,8.56,8.48,8.45,15160878.00,143506134.00,2018-04-05 10:53:29
2016-10-25,000031,8.44,8.79,8.58,8.42,30903391.00,296097330.00,2018-04-05 10:53:29
2016-10-24,000031,8.38,8.49,8.44,8.36,14191036.00,133554643.00,2018-04-05 10:53:29
2016-10-21,000031,8.48,8.48,8.38,8.34,12111140.00,113454947.00,2018-04-05 10:53:29
2016-10-20,000031,8.47,8.52,8.45,8.41,11572992.00,109241687.00,2018-04-05 10:53:29
2016-10-19,000031,8.52,8.57,8.47,8.44,13322578.00,126105300.00,2018-04-05 10:53:29
2016-10-18,000031,8.31,8.54,8.50,8.31,17314698.00,162960169.00,2018-04-05 10:53:29
2016-10-17,000031,8.49,8.54,8.37,8.37,17120843.00,161143585.00,2018-04-05 10:53:29
2016-10-14,000031,8.37,8.59,8.51,8.26,22616406.00,212827906.00,2018-04-05 10:53:29
2016-10-13,000031,8.36,8.40,8.37,8.31,8996024.00,83821932.00,2018-04-05 10:53:29
2016-10-12,000031,8.37,8.48,8.39,8.35,12903159.00,121021052.00,2018-04-05 10:53:29
2016-10-11,000031,8.27,8.38,8.34,8.22,13078313.00,121453524.00,2018-04-05 10:53:29
2016-10-10,000031,8.46,8.47,8.30,8.07,23522599.00,215809598.00,2018-04-05 10:53:29
