tdate,id,open,high,close,low,volume,amount,utime
2018-04-27,000587,6.95,7.04,7.00,6.91,11717900.00,81927173.00,2018-05-03 05:00:01
2018-04-26,000587,7.00,7.03,6.93,6.92,9274700.00,64616837.00,2018-05-03 05:00:01
2018-04-25,000587,7.10,7.10,6.97,6.97,8178022.00,57393616.00,2018-05-03 05:00:01
2018-04-24,000587,7.03,7.14,7.07,7.00,5690416.00,40172589.00,2018-05-03 05:00:01
2018-04-23,000587,7.00,7.04,7.02,6.99,5811122.00,40719749.00,2018-05-03 05:00:01
2018-04-20,000587,7.10,7.11,7.00,7.00,6455200.00,45441647.00,2018-05-03 05:00:01
2018-04-19,000587,7.14,7.14,7.08,7.01,13122050.00,92807827.00,2018-05-03 05:00:01
2018-04-18,000587,7.22,7.22,7.10,7.09,8678902.00,61902318.00,2018-05-03 05:00:01
2018-04-17,000587,7.24,7.28,7.17,7.17,9289700.00,67075385.00,2018-05-03 05:00:01
2018-04-16,000587,7.21,7.24,7.24,7.14,9766672.00,70209419.00,2018-05-03 05:00:01
2018-04-13,000587,7.14,7.21,7.21,7.10,10435794.00,74740612.00,2018-05-03 05:00:01
2018-04-12,000587,7.18,7.19,7.12,7.12,17491284.00,125035879.00,2018-05-03 05:00:01
2018-04-11,000587,7.12,7.19,7.15,7.10,8499736.00,60681173.00,2018-05-03 05:00:01
2018-04-10,000587,7.25,7.25,7.15,7.08,13045750.00,93386502.00,2018-05-03 05:00:01
2018-04-09,000587,7.20,7.27,7.21,7.11,15937211.00,114693796.00,2018-05-03 05:00:01
2018-04-04,000587,7.19,7.27,7.20,7.17,10117748.00,73036578.00,2018-05-03 05:00:01
2018-04-03,000587,7.22,7.30,7.22,7.13,27742390.00,200520076.00,2018-05-03 05:00:01
2018-04-02,000587,7.08,7.21,7.20,7.00,42269394.00,299310002.00,2018-05-03 05:00:01
