para_id,para_mon,except_dep
000008,2018-07-01,获取失败，请检查网络.
000415,2018-07-01,获取失败，请检查网络.
000426,2018-07-01,获取失败，请检查网络.
000540,2018-07-01,获取失败，请检查网络.
000669,2018-07-01,获取失败，请检查网络.
000723,2018-07-01,获取失败，请检查网络.
000825,2018-07-01,获取失败，请检查网络.
002011,2018-07-01,获取失败，请检查网络.
002051,2018-07-01,获取失败，请检查网络.
002147,2018-07-01,获取失败，请检查网络.
002252,2018-07-01,获取失败，请检查网络.
002310,2018-07-01,获取失败，请检查网络.
002359,2018-07-01,获取失败，请检查网络.
002408,2018-07-01,获取失败，请检查网络.
002411,2018-07-01,获取失败，请检查网络.
002431,2018-07-01,获取失败，请检查网络.
002437,2018-07-01,获取失败，请检查网络.
002450,2018-07-01,获取失败，请检查网络.
002477,2018-07-01,获取失败，请检查网络.
002512,2018-07-01,获取失败，请检查网络.
002573,2018-07-01,获取失败，请检查网络.
002602,2018-07-01,获取失败，请检查网络.
002665,2018-07-01,获取失败，请检查网络.
002739,2018-07-01,获取失败，请检查网络.
300072,2018-07-01,获取失败，请检查网络.
300146,2018-07-01,获取失败，请检查网络.
300197,2018-07-01,获取失败，请检查网络.
300324,2018-07-01,获取失败，请检查网络.
600010,2018-07-01,获取失败，请检查网络.
600011,2018-07-01,获取失败，请检查网络.
600015,2018-07-01,获取失败，请检查网络.
600016,2018-07-01,获取失败，请检查网络.
600016,2018-07-01,获取失败，请检查网络.
600017,2018-07-01,获取失败，请检查网络.
600018,2018-07-01,获取失败，请检查网络.
600019,2018-07-01,获取失败，请检查网络.
600019,2018-07-01,获取失败，请检查网络.
600021,2018-07-01,获取失败，请检查网络.
600022,2018-07-01,获取失败，请检查网络.
600023,2018-07-01,获取失败，请检查网络.
600026,2018-07-01,获取失败，请检查网络.
600028,2018-07-01,获取失败，请检查网络.
600028,2018-07-01,获取失败，请检查网络.
600029,2018-07-01,获取失败，请检查网络.
600029,2018-07-01,获取失败，请检查网络.
600030,2018-07-01,获取失败，请检查网络.
600030,2018-07-01,获取失败，请检查网络.
600031,2018-07-01,获取失败，请检查网络.
600036,2018-07-01,获取失败，请检查网络.
600036,2018-07-01,获取失败，请检查网络.
600037,2018-07-01,获取失败，请检查网络.
600038,2018-07-01,获取失败，请检查网络.
600039,2018-07-01,获取失败，请检查网络.
600048,2018-07-01,获取失败，请检查网络.
600048,2018-07-01,获取失败，请检查网络.
600050,2018-07-01,获取失败，请检查网络.
600050,2018-07-01,获取失败，请检查网络.
600053,2018-07-01,获取失败，请检查网络.
600056,2018-07-01,获取失败，请检查网络.
600058,2018-07-01,获取失败，请检查网络.
600059,2018-07-01,获取失败，请检查网络.
600060,2018-07-01,获取失败，请检查网络.
600061,2018-07-01,获取失败，请检查网络.
600062,2018-07-01,获取失败，请检查网络.
600064,2018-07-01,获取失败，请检查网络.
600066,2018-07-01,获取失败，请检查网络.
600068,2018-07-01,获取失败，请检查网络.
600073,2018-07-01,获取失败，请检查网络.
600074,2018-07-01,获取失败，请检查网络.
600079,2018-07-01,获取失败，请检查网络.
600085,2018-07-01,获取失败，请检查网络.
600086,2018-07-01,获取失败，请检查网络.
600089,2018-07-01,获取失败，请检查网络.
600094,2018-07-01,获取失败，请检查网络.
600098,2018-07-01,获取失败，请检查网络.
600100,2018-07-01,获取失败，请检查网络.
600104,2018-07-01,获取失败，请检查网络.
600104,2018-07-01,获取失败，请检查网络.
600108,2018-07-01,获取失败，请检查网络.
600109,2018-07-01,获取失败，请检查网络.
600111,2018-07-01,获取失败，请检查网络.
600111,2018-07-01,获取失败，请检查网络.
600115,2018-07-01,获取失败，请检查网络.
600118,2018-07-01,获取失败，请检查网络.
600120,2018-07-01,获取失败，请检查网络.
600122,2018-07-01,获取失败，请检查网络.
600125,2018-07-01,获取失败，请检查网络.
600126,2018-07-01,获取失败，请检查网络.
600138,2018-07-01,获取失败，请检查网络.
600141,2018-07-01,获取失败，请检查网络.
600143,2018-07-01,获取失败，请检查网络.
600151,2018-07-01,获取失败，请检查网络.
600153,2018-07-01,获取失败，请检查网络.
600155,2018-07-01,获取失败，请检查网络.
600157,2018-07-01,获取失败，请检查网络.
600158,2018-07-01,获取失败，请检查网络.
600160,2018-07-01,获取失败，请检查网络.
600161,2018-07-01,获取失败，请检查网络.
600166,2018-07-01,获取失败，请检查网络.
600169,2018-07-01,获取失败，请检查网络.
600170,2018-07-01,获取失败，请检查网络.
600171,2018-07-01,获取失败，请检查网络.
600176,2018-07-01,获取失败，请检查网络.
600177,2018-07-01,获取失败，请检查网络.
600179,2018-07-01,获取失败，请检查网络.
600183,2018-07-01,获取失败，请检查网络.
600184,2018-07-01,获取失败，请检查网络.
600187,2018-07-01,获取失败，请检查网络.
600188,2018-07-01,获取失败，请检查网络.
600195,2018-07-01,获取失败，请检查网络.
600196,2018-07-01,获取失败，请检查网络.
600201,2018-07-01,获取失败，请检查网络.
600208,2018-07-01,获取失败，请检查网络.
600216,2018-07-01,获取失败，请检查网络.
600219,2018-07-01,获取失败，请检查网络.
600221,2018-07-01,获取失败，请检查网络.
600233,2018-07-01,获取失败，请检查网络.
600240,2018-07-01,获取失败，请检查网络.
600256,2018-07-01,获取失败，请检查网络.
600259,2018-07-01,获取失败，请检查网络.
600260,2018-07-01,获取失败，请检查网络.
600266,2018-07-01,获取失败，请检查网络.
600267,2018-07-01,获取失败，请检查网络.
600270,2018-07-01,获取失败，请检查网络.
600271,2018-07-01,获取失败，请检查网络.
600276,2018-07-01,获取失败，请检查网络.
600277,2018-07-01,获取失败，请检查网络.
600280,2018-07-01,获取失败，请检查网络.
600282,2018-07-01,获取失败，请检查网络.
600284,2018-07-01,获取失败，请检查网络.
600289,2018-07-01,获取失败，请检查网络.
600291,2018-07-01,获取失败，请检查网络.
600292,2018-07-01,获取失败，请检查网络.
600297,2018-07-01,获取失败，请检查网络.
600298,2018-07-01,获取失败，请检查网络.
600300,2018-07-01,获取失败，请检查网络.
600307,2018-07-01,获取失败，请检查网络.
600309,2018-07-01,获取失败，请检查网络.
600309,2018-07-01,获取失败，请检查网络.
600312,2018-07-01,获取失败，请检查网络.
600315,2018-07-01,获取失败，请检查网络.
600316,2018-07-01,获取失败，请检查网络.
600317,2018-07-01,获取失败，请检查网络.
600325,2018-07-01,获取失败，请检查网络.
600329,2018-07-01,获取失败，请检查网络.
