para_id,para_mon,except_dep
000001,2018-05-01,获取失败，请检查网络.
000002,2018-05-01,获取失败，请检查网络.
000006,2018-05-01,获取失败，请检查网络.
000008,2018-05-01,获取失败，请检查网络.
000009,2018-05-01,获取失败，请检查网络.
000012,2018-05-01,获取失败，请检查网络.
000021,2018-05-01,获取失败，请检查网络.
000025,2018-05-01,获取失败，请检查网络.
000027,2018-05-01,获取失败，请检查网络.
000028,2018-05-01,获取失败，请检查网络.
000031,2018-05-01,获取失败，请检查网络.
000039,2018-05-01,获取失败，请检查网络.
000049,2018-05-01,获取失败，请检查网络.
000050,2018-05-01,获取失败，请检查网络.
000060,2018-05-01,获取失败，请检查网络.
000061,2018-05-01,获取失败，请检查网络.
000062,2018-05-01,获取失败，请检查网络.
000063,2018-05-01,获取失败，请检查网络.
000066,2018-05-01,获取失败，请检查网络.
000069,2018-05-01,获取失败，请检查网络.
000078,2018-05-01,获取失败，请检查网络.
000089,2018-05-01,获取失败，请检查网络.
000090,2018-05-01,获取失败，请检查网络.
000099,2018-05-01,获取失败，请检查网络.
000100,2018-05-01,获取失败，请检查网络.
000156,2018-05-01,获取失败，请检查网络.
000157,2018-05-01,获取失败，请检查网络.
000158,2018-05-01,获取失败，请检查网络.
000166,2018-05-01,获取失败，请检查网络.
000333,2018-05-01,获取失败，请检查网络.
000338,2018-05-01,获取失败，请检查网络.
000400,2018-05-01,获取失败，请检查网络.
000401,2018-05-01,获取失败，请检查网络.
000402,2018-05-01,获取失败，请检查网络.
000413,2018-05-01,获取失败，请检查网络.
000415,2018-05-01,获取失败，请检查网络.
000418,2018-05-01,获取失败，请检查网络.
000423,2018-05-01,获取失败，请检查网络.
000425,2018-05-01,获取失败，请检查网络.
000426,2018-05-01,获取失败，请检查网络.
000488,2018-05-01,获取失败，请检查网络.
000501,2018-05-01,获取失败，请检查网络.
000503,2018-05-01,获取失败，请检查网络.
000513,2018-05-01,获取失败，请检查网络.
000519,2018-05-01,获取失败，请检查网络.
