para_id,para_mon,except_dep
000001,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000002,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000006,2018-06-01,timed out
000006,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000008,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000009,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000012,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000021,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000025,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000027,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000028,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000031,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000039,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000049,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000050,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000060,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000061,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000062,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000063,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000066,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000069,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000078,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000089,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000090,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000099,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000100,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
000156,2018-07-01,"""['open' 'high' 'close' 'low' 'volume' 'amount'] not in index"""
