tdate,id,open,high,close,low,volume,amount,utime
2014-09-30,000016,1623.04,1625.01,1619.70,1615.07,3337974400,27047088128,2018-04-08 17:57:48
2014-09-29,000016,1621.09,1627.19,1621.82,1613.79,3920492000,31063742464,2018-04-08 17:57:48
2014-09-26,000016,1613.91,1618.32,1616.09,1605.53,2620004000,21829404672,2018-04-08 17:57:48
2014-09-25,000016,1633.44,1636.22,1618.52,1613.53,3750253600,31258607616,2018-04-08 17:57:48
2014-09-24,000016,1589.35,1628.51,1625.73,1586.70,4533270400,37531697152,2018-04-08 17:57:48
2014-09-23,000016,1584.29,1598.65,1595.64,1584.16,2402464000,20029030400,2018-04-08 17:57:48
2014-09-22,000016,1613.81,1613.81,1583.89,1580.97,2997896800,25176977408,2018-04-08 17:57:48
2014-09-19,000016,1609.86,1623.24,1619.58,1604.71,3038953200,25046546432,2018-04-08 17:57:48
2014-09-18,000016,1601.50,1616.48,1609.87,1596.71,3347402000,25958506496,2018-04-08 17:57:48
2014-09-17,000016,1607.16,1609.53,1604.92,1596.54,2989564000,23326660608,2018-04-08 17:57:48
2014-09-16,000016,1626.39,1629.69,1600.92,1598.86,5045413600,39294279680,2018-04-08 17:57:48
2014-09-15,000016,1625.87,1626.05,1624.07,1614.23,3439118800,28756367360,2018-04-08 17:57:48
2014-09-12,000016,1619.05,1630.28,1630.20,1614.54,2846877000,24364636160,2018-04-08 17:57:48
2014-09-11,000016,1627.96,1648.96,1622.82,1619.48,3645671200,33609244672,2018-04-08 17:57:48
2014-09-10,000016,1637.48,1637.48,1629.98,1626.11,2930072200,24683558912,2018-04-08 17:57:48
2014-09-09,000016,1657.61,1660.01,1645.11,1642.44,3066428000,27041968128,2018-04-08 17:57:48
2014-09-05,000016,1643.28,1657.61,1656.24,1641.11,4187043600,36013748224,2018-04-08 17:57:48
2014-09-04,000016,1626.91,1638.89,1637.29,1621.24,3270024800,28545183744,2018-04-08 17:57:48
2014-09-03,000016,1609.30,1628.18,1624.03,1608.95,3840963600,33103654912,2018-04-08 17:57:48
2014-09-02,000016,1588.62,1609.01,1607.50,1581.13,3468071200,28808548352,2018-04-08 17:57:48
2014-09-01,000016,1582.02,1587.39,1586.02,1576.22,2213287200,18124124160,2018-04-08 17:57:48
2014-08-29,000016,1570.39,1582.28,1581.28,1565.52,2201280000,17462200320,2018-04-08 17:57:48
2014-08-28,000016,1573.53,1580.68,1563.89,1563.40,2079015400,16852585472,2018-04-08 17:57:48
2014-08-27,000016,1573.52,1578.69,1572.79,1569.98,1641932100,13722562560,2018-04-08 17:57:48
2014-08-26,000016,1575.78,1584.15,1573.39,1568.73,2362160000,19028582400,2018-04-08 17:57:48
2014-08-25,000016,1594.71,1595.44,1577.42,1575.71,2650126400,21554358272,2018-04-08 17:57:48
2014-08-22,000016,1585.11,1596.29,1594.18,1583.61,2395343600,20986327040,2018-04-08 17:57:48
2014-08-21,000016,1599.55,1600.28,1587.03,1576.32,2727797600,23060488192,2018-04-08 17:57:48
2014-08-20,000016,1605.50,1605.51,1600.34,1596.96,2410818200,20507289600,2018-04-08 17:57:48
2014-08-19,000016,1614.39,1615.21,1609.09,1598.06,2840078400,23477893120,2018-04-08 17:57:48
2014-08-18,000016,1614.22,1623.90,1613.13,1607.43,2629049800,22159585280,2018-04-08 17:57:48
2014-08-15,000016,1598.52,1615.88,1612.00,1593.22,2740658800,23080900608,2018-04-08 17:57:48
