tdate,id,open,high,close,low,volume,amount,utime
2014-12-31,000002,3324.27,3394.32,3389.39,3308.07,40553497600,432035627008,2018-04-08 17:57:48
2014-12-30,000002,3311.91,3342.88,3317.14,3279.92,39727776000,437011513344,2018-04-08 17:57:48
2014-12-29,000002,3366.18,3378.06,3319.47,3276.32,50927376000,555382013952,2018-04-08 17:57:48
2014-12-26,000002,3224.80,3315.27,3308.39,3210.23,45997395200,488470315008,2018-04-08 17:57:48
2014-12-25,000002,3135.01,3219.91,3219.06,3111.25,37642284800,378755219456,2018-04-08 17:57:48
2014-12-24,000002,3184.29,3196.14,3114.07,3074.57,37629881600,378471022592,2018-04-08 17:57:48
2014-12-23,000002,3232.36,3286.74,3177.37,3170.07,43712601600,419122216960,2018-04-08 17:57:48
2014-12-22,000002,3278.49,3342.37,3276.89,3238.04,67826835200,623918776320,2018-04-08 17:57:48
2014-12-19,000002,3198.44,3266.19,3256.75,3162.06,52003676800,514996240384,2018-04-08 17:57:48
2014-12-18,000002,3208.78,3237.01,3203.11,3174.51,43506902400,466089377792,2018-04-08 17:57:48
2014-12-17,000002,3176.24,3223.23,3206.90,3135.77,54159308800,579853352960,2018-04-08 17:57:48
2014-12-16,000002,3094.11,3165.66,3165.26,3083.68,45310198400,492306956288,2018-04-08 17:57:48
2014-12-15,000002,3060.18,3100.83,3093.68,3028.07,39932979200,410935918592,2018-04-08 17:57:48
2014-12-12,000002,3068.48,3103.34,3077.75,3053.37,40858067200,419916480512,2018-04-08 17:57:48
2014-12-11,000002,3050.75,3106.71,3064.69,3029.95,48152390400,479168823296,2018-04-08 17:57:48
2014-12-10,000002,2991.78,3086.91,3079.85,2940.91,51185414400,534436380672,2018-04-08 17:57:48
2014-12-09,000002,3135.13,3239.01,2992.12,2969.34,77039424000,792567676928,2018-04-08 17:57:48
2014-12-08,000002,3046.14,3186.81,3164.31,3016.76,58644768000,592937943040,2018-04-08 17:57:48
2014-12-05,000002,3065.69,3119.86,3077.51,2946.61,63928966400,638579310592,2018-04-08 17:57:48
2014-12-04,000002,2915.39,3038.30,3037.19,2903.78,53158416000,508678340608,2018-04-08 17:57:48
2014-12-03,000002,2899.89,2958.14,2911.24,2863.30,56120345600,529323622400,2018-04-08 17:57:48
2014-12-02,000002,2794.00,2909.05,2894.50,2791.77,43710112000,396897288192,2018-04-08 17:57:48
2014-12-01,000002,2818.99,2849.53,2806.94,2795.05,44605788800,400695394304,2018-04-08 17:57:48
2014-11-28,000002,2753.65,2809.99,2809.63,2745.71,46512211200,401527930880,2018-04-08 17:57:48
2014-11-27,000002,2738.67,2755.50,2754.54,2721.59,36341113600,338594988032,2018-04-08 17:57:48
2014-11-26,000002,2693.77,2727.84,2727.08,2691.46,33625689600,316043657216,2018-04-08 17:57:48
2014-11-25,000002,2651.30,2689.27,2688.44,2646.13,31297372800,281373114368,2018-04-08 17:57:48
2014-11-24,000002,2623.58,2666.81,2652.23,2613.07,36278124800,329909370880,2018-04-08 17:57:48
2014-11-21,000002,2568.12,2605.44,2603.94,2561.80,21177964800,197584355328,2018-04-08 17:57:48
2014-11-20,000002,2558.30,2574.13,2568.14,2552.20,16523864000,150666723328,2018-04-08 17:57:48
2014-11-19,000002,2567.66,2577.43,2566.40,2557.70,18597112000,166929858560,2018-04-08 17:57:48
2014-11-18,000002,2590.81,2593.81,2572.09,2565.20,20077494400,174505066496,2018-04-08 17:57:48
2014-11-17,000002,2625.28,2627.26,2590.63,2588.99,21525683200,199008141312,2018-04-08 17:57:48
2014-11-14,000002,2594.88,2598.13,2595.80,2572.95,22013062400,191630852096,2018-04-08 17:57:48
2014-11-13,000002,2612.75,2626.17,2602.90,2588.04,29450406400,258001256448,2018-04-08 17:57:48
2014-11-12,000002,2570.37,2612.65,2612.18,2560.10,25228483200,215327391744,2018-04-08 17:57:48
2014-11-11,000002,2600.81,2627.09,2586.22,2561.33,41117596800,330890280960,2018-04-08 17:57:48
2014-11-10,000002,2551.42,2590.84,2590.33,2542.55,30017081600,244977205248,2018-04-08 17:57:48
2014-11-07,000002,2542.19,2570.03,2532.03,2520.74,29077625600,243939590144,2018-04-08 17:57:48
2014-11-06,000002,2533.51,2541.17,2540.09,2514.74,22159504000,179435683840,2018-04-08 17:57:48
2014-11-05,000002,2546.60,2548.89,2533.11,2529.13,26313844800,201659400192,2018-04-08 17:57:48
2014-11-04,000002,2542.46,2549.78,2545.04,2530.86,30849872000,226274967552,2018-04-08 17:57:48
2014-11-03,000002,2539.39,2551.42,2544.32,2531.88,29816620800,226899066880,2018-04-08 17:57:48
2014-10-31,000002,2505.72,2537.68,2534.07,2496.61,32534428800,249696796672,2018-04-08 17:57:48
2014-10-30,000002,2483.34,2510.00,2503.50,2477.07,29413948800,226350317568,2018-04-08 17:57:48
2014-10-29,000002,2453.79,2493.56,2484.54,2449.57,26504352000,224803176448,2018-04-08 17:57:48
2014-10-28,000002,2401.69,2448.06,2447.63,2401.69,17809867200,157923819520,2018-04-08 17:57:48
2014-10-27,000002,2401.15,2401.28,2397.92,2386.78,12987288000,113204355072,2018-04-08 17:57:48
2014-10-24,000002,2411.17,2423.51,2410.31,2404.40,13173825600,114137505792,2018-04-08 17:57:48
2014-10-23,000002,2431.30,2439.29,2410.47,2405.13,16230286400,140434210816,2018-04-08 17:57:48
2014-10-22,000002,2449.05,2462.58,2435.75,2433.72,15236040000,138366763008,2018-04-08 17:57:48
2014-10-21,000002,2465.57,2472.55,2449.50,2447.29,16829134400,146524962816,2018-04-08 17:57:48
2014-10-20,000002,2456.16,2468.19,2467.34,2450.26,15953033600,141608681472,2018-04-08 17:57:48
2014-10-17,000002,2463.23,2471.42,2451.04,2421.32,21166753600,179137544192,2018-04-08 17:57:48
2014-10-16,000002,2471.94,2501.92,2467.11,2463.85,24780110400,203623563264,2018-04-08 17:57:48
2014-10-15,000002,2468.94,2486.29,2485.09,2454.40,20245923200,171593121792,2018-04-08 17:57:48
2014-10-14,000002,2473.68,2492.28,2470.24,2459.45,19648188800,169978216448,2018-04-08 17:57:48
2014-10-13,000002,2477.46,2477.96,2477.08,2450.98,20042614400,175176466432,2018-04-08 17:57:48
2014-10-10,000002,2492.43,2498.26,2485.99,2476.04,22420417600,192007323648,2018-04-08 17:57:48
2014-10-09,000002,2495.62,2503.51,2501.48,2478.17,23531297600,199980892160,2018-04-08 17:57:48
2014-10-08,000002,2479.52,2494.49,2494.49,2464.53,20395219200,180121026560,2018-04-08 17:57:48
