tdate,id,open,high,close,low,volume,amount,utime
2018-03-30,399001,10776.71,10883.05,10868.66,10766.53,20910316308,300756301796,2018-04-08 17:57:48
2018-03-29,399001,10676.56,10778.80,10755.92,10564.28,19257464047,267997584874,2018-04-08 17:57:48
2018-03-28,399001,10633.70,10768.48,10630.69,10613.06,20480130667,291195711939,2018-04-08 17:57:48
2018-03-27,399001,10683.16,10799.37,10775.71,10675.50,22288276221,313318191614,2018-04-08 17:57:48
2018-03-26,399001,10303.75,10564.38,10564.38,10217.22,19579888833,255008914353,2018-04-08 17:57:48
2018-03-23,399001,10511.16,10664.93,10439.99,10256.50,28241282277,341906996853,2018-04-08 17:57:48
2018-03-22,399001,10988.83,11035.58,10877.25,10858.44,17577816366,239318508200,2018-04-08 17:57:48
2018-03-21,399001,11100.91,11170.56,10980.55,10973.58,20247247432,272918095262,2018-04-08 17:57:48
2018-03-20,399001,10982.73,11082.03,11077.80,10951.99,17736007765,235235335344,2018-04-08 17:57:48
2018-03-19,399001,11046.03,11120.75,11068.49,10994.68,16581944756,227130682633,2018-04-08 17:57:48
2018-03-16,399001,11166.43,11192.36,11051.12,11051.12,16959835572,228384555151,2018-04-08 17:57:48
2018-03-15,399001,11100.53,11195.94,11163.65,11051.62,18757355483,255699178401,2018-04-08 17:57:48
2018-03-14,399001,11198.77,11242.31,11139.63,11138.39,19606773764,262331630249,2018-04-08 17:57:48
2018-03-13,399001,11311.04,11335.30,11241.41,11236.38,22784842568,299984149282,2018-04-08 17:57:48
2018-03-12,399001,11266.32,11328.77,11326.27,11260.46,26177324623,359256598278,2018-04-08 17:57:48
2018-03-09,399001,11040.37,11203.72,11194.91,11030.55,23455546834,309671670603,2018-04-08 17:57:48
2018-03-08,399001,10902.35,11019.08,11019.08,10892.18,16520317441,227085881790,2018-04-08 17:57:48
2018-03-07,399001,10993.95,11031.48,10904.99,10897.58,17914833720,234993971604,2018-04-08 17:57:48
2018-03-06,399001,10909.27,11007.95,11007.95,10873.85,20652549776,274044811085,2018-04-08 17:57:48
