tdate,id,open,high,close,low,volume,amount,utime
2017-06-30,000002,3327.14,3344.25,3343.39,3321.52,12125709200,143042300452,2018-04-08 17:57:48
2017-06-29,000002,3325.10,3339.57,3338.81,3324.36,12853131000,147090421247,2018-04-08 17:57:48
2017-06-28,000002,3334.16,3344.49,3323.24,3320.71,14637848000,161978429897,2018-04-08 17:57:48
2017-06-27,000002,3333.95,3344.49,3342.10,3322.46,14799881100,167366548264,2018-04-08 17:57:48
2017-06-26,000002,3306.32,3338.67,3336.09,3306.28,17331263500,200194413723,2018-04-08 17:57:48
2017-06-23,000002,3286.81,3307.41,3307.22,3265.48,15457632000,175373801708,2018-04-08 17:57:48
2017-06-22,000002,3301.28,3337.72,3296.26,3295.41,19100821400,220187918394,2018-04-08 17:57:48
2017-06-21,000002,3297.86,3306.30,3305.45,3280.66,13650732900,166926370978,2018-04-08 17:57:48
2017-06-20,000002,3296.83,3299.39,3288.44,3282.76,14105061900,162390621271,2018-04-08 17:57:48
2017-06-19,000002,3269.72,3295.54,3293.01,3269.33,13472572100,151623509534,2018-04-08 17:57:48
2017-06-16,000002,3274.13,3282.38,3270.77,3265.19,12943095900,149058167110,2018-04-08 17:57:48
2017-06-15,000002,3273.36,3285.94,3280.55,3264.41,14677873900,171004480724,2018-04-08 17:57:48
2017-06-14,000002,3295.57,3298.11,3278.70,3273.12,13812186700,160500890480,2018-04-08 17:57:48
2017-06-13,000002,3282.20,3305.24,3302.88,3279.08,12812033200,148306858830,2018-04-08 17:57:48
2017-06-12,000002,3298.41,3314.64,3288.38,3283.59,14655054300,170082420810,2018-04-08 17:57:48
2017-06-09,000002,3296.27,3315.61,3307.72,3294.82,15987244900,181390743983,2018-04-08 17:57:48
2017-06-08,000002,3284.71,3302.37,3299.29,3280.90,15209156900,178776533071,2018-04-08 17:57:48
2017-06-07,000002,3248.44,3289.24,3288.76,3245.48,17290692200,194068257717,2018-04-08 17:57:48
2017-06-06,000002,3230.34,3249.59,3248.82,3224.30,11334210300,127738614432,2018-04-08 17:57:48
