tdate,id,open,high,close,low,volume,amount,utime
2017-03-31,399001,10351.33,10428.72,10428.72,10351.33,15948366934,249632080464,2018-04-08 17:57:48
2017-03-30,399001,10505.39,10513.89,10348.27,10328.95,20954496837,316558223939,2018-04-08 17:57:48
2017-03-29,399001,10573.12,10585.88,10520.82,10497.01,18499619142,294686502761,2018-04-08 17:57:48
2017-03-28,399001,10580.16,10606.09,10563.28,10538.02,15839898239,262409662631,2018-04-08 17:57:48
2017-03-27,399001,10643.45,10660.23,10581.92,10578.75,17907553437,288129587891,2018-04-08 17:57:48
2017-03-24,399001,10584.09,10666.12,10646.72,10580.11,18485871709,295505101374,2018-04-08 17:57:48
2017-03-23,399001,10558.34,10607.73,10583.04,10477.57,18716045094,321251913062,2018-04-08 17:57:48
2017-03-22,399001,10535.67,10586.48,10553.53,10488.63,18205890699,301398431027,2018-04-08 17:57:48
2017-03-21,399001,10527.41,10586.62,10586.62,10513.63,15954444997,277309913756,2018-04-08 17:57:48
2017-03-20,399001,10512.89,10534.11,10532.33,10459.74,16929474961,281785220669,2018-04-08 17:57:48
2017-03-17,399001,10632.05,10650.45,10515.41,10514.67,20374886009,338193368915,2018-04-08 17:57:48
2017-03-16,399001,10573.77,10628.18,10624.42,10573.77,18611848524,306000899997,2018-04-08 17:57:48
2017-03-15,399001,10515.59,10551.71,10543.01,10499.85,15659144414,256902641095,2018-04-08 17:57:48
2017-03-14,399001,10561.50,10577.48,10531.73,10515.52,16139825127,268495622289,2018-04-08 17:57:48
2017-03-13,399001,10450.65,10559.88,10559.88,10402.72,16549324375,267664338090,2018-04-08 17:57:48
2017-03-10,399001,10415.38,10476.59,10451.01,10415.38,14727486798,244237542643,2018-04-08 17:57:48
2017-03-09,399001,10484.28,10484.68,10421.06,10402.36,16081769862,251301179590,2018-04-08 17:57:48
2017-03-08,399001,10549.99,10549.99,10498.31,10473.88,16087518766,257512172043,2018-04-08 17:57:48
2017-03-07,399001,10527.83,10552.15,10552.15,10495.50,17739488241,285574915800,2018-04-08 17:57:48
2017-03-06,399001,10406.23,10522.28,10522.28,10406.23,17721643761,285152553089,2018-04-08 17:57:48
2017-03-03,399001,10339.89,10404.87,10397.05,10308.22,16474982718,256853174989,2018-04-08 17:57:48
2017-03-02,399001,10429.98,10443.87,10367.31,10362.00,17661628475,263687929000,2018-04-08 17:57:48
2017-03-01,399001,10387.63,10446.38,10418.62,10378.12,18017321364,270477001254,2018-04-08 17:57:48
2017-02-28,399001,10354.87,10402.27,10391.34,10340.09,15530988592,233185424531,2018-04-08 17:57:48
2017-02-27,399001,10443.30,10447.68,10353.56,10345.47,17289896781,255879777493,2018-04-08 17:57:48
2017-02-24,399001,10423.64,10446.50,10443.73,10396.75,17569670361,262613459573,2018-04-08 17:57:48
2017-02-23,399001,10439.83,10454.16,10432.64,10379.05,19963323006,281301629707,2018-04-08 17:57:48
2017-02-22,399001,10403.92,10444.38,10444.38,10385.10,19384171022,267384219385,2018-04-08 17:57:48
2017-02-21,399001,10338.87,10407.14,10405.75,10330.28,18926354291,265438665689,2018-04-08 17:57:48
2017-02-20,399001,10203.02,10334.59,10329.00,10203.02,17911537234,248559288717,2018-04-08 17:57:48
2017-02-17,399001,10261.09,10296.14,10197.92,10183.38,18083032944,250771755904,2018-04-08 17:57:48
2017-02-16,399001,10175.12,10253.96,10253.96,10163.24,16469173542,224871835360,2018-04-08 17:57:48
2017-02-15,399001,10259.95,10294.77,10177.25,10160.11,18465883317,261788747397,2018-04-08 17:57:48
2017-02-14,399001,10273.09,10286.37,10264.92,10234.37,16196754225,226960632300,2018-04-08 17:57:48
2017-02-13,399001,10188.71,10279.12,10270.83,10187.09,18190347763,248392271942,2018-04-08 17:57:48
2017-02-10,399001,10184.57,10212.48,10186.38,10155.36,18895697415,252756831278,2018-04-08 17:57:48
2017-02-09,399001,10124.45,10194.42,10182.73,10116.45,17440207380,248940178232,2018-04-08 17:57:48
2017-02-08,399001,10043.61,10130.12,10130.12,10003.92,15135013608,215605108932,2018-04-08 17:57:48
2017-02-07,399001,10072.51,10093.67,10055.57,10011.77,14032234451,198583296146,2018-04-08 17:57:48
2017-02-06,399001,10004.22,10080.58,10078.73,9984.65,12574917637,179131522946,2018-04-08 17:57:48
2017-02-03,399001,10061.29,10066.70,10004.84,9985.30,9878505110,132125440001,2018-04-08 17:57:48
2017-01-26,399001,9989.85,10053.36,10052.05,9989.35,10373500827,144879627554,2018-04-08 17:57:48
2017-01-25,399001,9931.62,9991.50,9977.96,9922.49,11084386301,156613665895,2018-04-08 17:57:48
