tdate,id,open,high,close,low,volume,amount,utime
2017-12-29,000001,3295.25,3308.22,3307.17,3292.77,14158683600,170356755129,2018-04-08 17:57:48
2017-12-28,000001,3272.29,3304.10,3296.39,3263.73,17537167000,208019859614,2018-04-08 17:57:48
2017-12-27,000001,3302.46,3307.08,3275.78,3270.35,16267489000,198264675156,2018-04-08 17:57:48
2017-12-26,000001,3277.84,3307.30,3306.12,3274.33,14243450100,174679263836,2018-04-08 17:57:48
2017-12-25,000001,3296.21,3312.30,3280.46,3270.44,14689363500,177293589884,2018-04-08 17:57:48
2017-12-22,000001,3297.68,3307.33,3297.06,3293.44,12404732600,152099443907,2018-04-08 17:57:48
2017-12-21,000001,3281.12,3309.22,3300.06,3267.40,14212792700,173740095582,2018-04-08 17:57:48
2017-12-20,000001,3296.74,3300.21,3287.61,3276.12,13774511800,167961847923,2018-04-08 17:57:48
2017-12-19,000001,3266.02,3296.94,3296.54,3266.02,11514013400,150786582711,2018-04-08 17:57:48
2017-12-18,000001,3268.03,3280.54,3267.92,3254.18,12070038900,149738224054,2018-04-08 17:57:48
2017-12-15,000001,3287.53,3287.53,3266.14,3259.39,13094061800,161877917411,2018-04-08 17:57:48
2017-12-14,000001,3302.93,3309.53,3292.44,3282.57,12054423500,151346087724,2018-04-08 17:57:48
2017-12-13,000001,3278.40,3304.01,3303.04,3273.32,11199864700,145295312041,2018-04-08 17:57:48
2017-12-12,000001,3320.31,3320.31,3280.81,3280.33,12460482700,160978615176,2018-04-08 17:57:48
2017-12-11,000001,3290.49,3322.67,3322.20,3288.30,13196598400,172986431447,2018-04-08 17:57:48
2017-12-08,000001,3264.48,3297.13,3289.99,3258.76,13320931400,165761649765,2018-04-08 17:57:48
2017-12-07,000001,3283.28,3291.28,3272.05,3259.16,13210590000,161764588906,2018-04-08 17:57:48
2017-12-06,000001,3291.31,3296.20,3293.97,3254.61,15160445200,179174378912,2018-04-08 17:57:48
2017-12-05,000001,3301.69,3315.74,3303.68,3300.51,20827886200,243489600070,2018-04-08 17:57:48
2017-12-04,000001,3310.38,3324.00,3309.62,3304.10,14805328800,185025359645,2018-04-08 17:57:48
2017-12-01,000001,3315.11,3324.52,3317.62,3302.44,13919830000,177490257973,2018-04-08 17:57:48
2017-11-30,000001,3328.64,3340.92,3317.19,3306.28,15659585100,192076785070,2018-04-08 17:57:48
2017-11-29,000001,3335.57,3343.06,3337.86,3305.57,18380593200,217769438092,2018-04-08 17:57:48
2017-11-28,000001,3311.23,3333.80,3333.66,3300.78,13824779900,167062933356,2018-04-08 17:57:48
2017-11-27,000001,3346.66,3347.05,3322.23,3315.26,16643917000,205803398548,2018-04-08 17:57:48
2017-11-24,000001,3340.38,3360.75,3353.82,3328.33,15956966300,207623884889,2018-04-08 17:57:48
2017-11-23,000001,3425.01,3429.42,3351.92,3342.33,21526539300,270469023976,2018-04-08 17:57:48
2017-11-22,000001,3417.33,3442.18,3430.46,3404.29,21356709300,273674733427,2018-04-08 17:57:48
2017-11-21,000001,3382.36,3419.80,3410.50,3377.60,19687180300,265303849860,2018-04-08 17:57:48
2017-11-20,000001,3361.36,3393.11,3392.40,3337.12,17652468300,228308136763,2018-04-08 17:57:48
2017-11-17,000001,3392.68,3403.29,3382.91,3373.30,24945815300,313750356072,2018-04-08 17:57:48
2017-11-16,000001,3393.19,3409.65,3399.25,3390.59,15668433200,220862462955,2018-04-08 17:57:48
2017-11-15,000001,3416.21,3423.75,3402.53,3396.38,16879207600,239734189059,2018-04-08 17:57:48
2017-11-14,000001,3446.55,3450.49,3429.55,3419.69,19647267400,267435423302,2018-04-08 17:57:48
2017-11-13,000001,3435.18,3449.16,3447.84,3435.09,20538905400,266738129757,2018-04-08 17:57:48
2017-11-10,000001,3423.18,3438.79,3432.67,3414.33,18927650300,255772109999,2018-04-08 17:57:48
2017-11-09,000001,3410.67,3428.77,3427.80,3408.62,15865042600,205433672251,2018-04-08 17:57:48
2017-11-08,000001,3409.15,3434.49,3415.46,3404.88,18543647000,242025594078,2018-04-08 17:57:48
