tdate,id,open,high,close,low,volume,amount,utime
2015-03-31,000905,7280.15,7328.85,7253.10,7214.48,16990600000,253293314048,2018-04-08 17:57:48
2015-03-30,000905,7180.06,7259.54,7245.50,7180.06,16321955200,238312210432,2018-04-08 17:57:48
2015-03-27,000905,7076.49,7167.37,7155.94,7060.43,12646098400,189864132608,2018-04-08 17:57:48
2015-03-26,000905,7104.04,7171.62,7074.44,6995.65,16392638400,246538403840,2018-04-08 17:57:48
2015-03-25,000905,7051.82,7170.83,7124.87,7001.51,16957545600,255698436096,2018-04-08 17:57:48
2015-03-24,000905,7042.93,7055.10,7046.12,6801.55,19706688000,287241240576,2018-04-08 17:57:48
2015-03-23,000905,6891.92,7017.48,7017.15,6891.92,17177812800,249560694784,2018-04-08 17:57:48
2015-03-20,000905,6789.06,6862.38,6850.90,6786.34,15216232000,218477068288,2018-04-08 17:57:48
2015-03-19,000905,6733.12,6783.14,6782.46,6687.44,16687299200,226098987008,2018-04-08 17:57:48
2015-03-18,000905,6624.39,6728.51,6728.07,6612.46,16461635200,221265199104,2018-04-08 17:57:48
2015-03-17,000905,6547.39,6635.10,6618.05,6525.83,17258334400,235496439808,2018-04-08 17:57:48
2015-03-16,000905,6369.20,6517.03,6516.77,6369.20,13705832000,189423845376,2018-04-08 17:57:48
2015-03-13,000905,6271.82,6329.70,6329.58,6271.82,9522982400,127280144384,2018-04-08 17:57:48
2015-03-12,000905,6273.69,6288.52,6260.14,6220.63,10182147200,135322673152,2018-04-08 17:57:48
2015-03-11,000905,6275.17,6281.19,6262.89,6236.79,9946245600,131495190528,2018-04-08 17:57:48
2015-03-10,000905,6214.52,6299.28,6276.48,6205.92,10291505600,135647657984,2018-04-08 17:57:48
2015-03-09,000905,6113.58,6212.57,6212.24,6080.54,9870221600,127801032704,2018-04-08 17:57:48
2015-03-06,000905,6214.33,6234.11,6133.03,6129.62,10931372800,143376384000,2018-04-08 17:57:48
2015-03-05,000905,6212.66,6217.79,6208.99,6161.38,12095908800,160069238784,2018-04-08 17:57:48
2015-03-04,000905,6114.69,6211.09,6210.42,6114.21,11922633600,159432392704,2018-04-08 17:57:48
2015-03-03,000905,6124.28,6199.50,6118.66,6099.13,14695326400,191869222912,2018-04-08 17:57:48
2015-03-02,000905,6064.82,6139.79,6139.79,6039.25,12723532800,168615018496,2018-04-08 17:57:48
2015-02-27,000905,5974.36,6025.11,6018.46,5970.68,9656068000,125337247744,2018-04-08 17:57:48
2015-02-26,000905,5903.26,5970.06,5969.56,5897.72,9092074400,113711185920,2018-04-08 17:57:48
2015-02-25,000905,5926.23,5952.71,5906.54,5887.37,8355061600,109965828096,2018-04-08 17:57:48
2015-02-17,000905,5888.87,5914.28,5911.10,5877.95,8093887200,107302051840,2018-04-08 17:57:48
2015-02-16,000905,5786.15,5870.08,5869.71,5786.04,8230557600,113009197056,2018-04-08 17:57:48
2015-02-13,000905,5709.16,5789.38,5769.27,5709.16,8230636800,110777384960,2018-04-08 17:57:48
2015-02-12,000905,5647.55,5689.74,5681.34,5640.86,6269177600,86260850688,2018-04-08 17:57:48
2015-02-11,000905,5587.64,5642.30,5641.79,5587.44,5805956800,78478442496,2018-04-08 17:57:48
