tdate,id,open,high,close,low,volume,amount,utime
2015-06-30,399606,2644.64,2963.18,2946.19,2561.61,2393574400,74681450496,2018-04-08 17:57:48
2015-06-29,399606,3033.69,3040.52,2772.17,2745.05,1698721280,53486112768,2018-04-08 17:57:48
2015-06-26,399606,3172.72,3172.72,3010.19,3005.28,1460215808,48608301056,2018-04-08 17:57:48
2015-06-25,399606,3507.92,3512.66,3304.62,3269.57,1538674304,58358378496,2018-04-08 17:57:48
2015-06-24,399606,3530.53,3565.46,3487.07,3405.93,1583117696,60619591680,2018-04-08 17:57:48
2015-06-23,399606,3416.25,3501.15,3497.72,3251.07,1633255552,61085835264,2018-04-08 17:57:48
2015-06-19,399606,3512.67,3582.24,3416.26,3405.62,1604885888,61642362880,2018-04-08 17:57:48
2015-06-18,399606,3848.86,3866.65,3611.47,3604.44,1582025600,66803998720,2018-04-08 17:57:48
2015-06-17,399606,3695.67,3868.79,3855.38,3618.12,1701769344,71681392640,2018-04-08 17:57:48
2015-06-16,399606,3747.62,3781.66,3700.10,3581.27,1843327744,76590006272,2018-04-08 17:57:48
2015-06-15,399606,4038.61,4038.61,3808.49,3801.14,1891853312,79765700608,2018-04-08 17:57:48
2015-06-12,399606,4007.45,4042.02,4018.33,3967.72,1799034624,77219651584,2018-04-08 17:57:48
2015-06-11,399606,3960.91,4002.53,3979.62,3931.11,1780753664,73333235712,2018-04-08 17:57:48
2015-06-10,399606,3807.35,3994.66,3951.23,3788.49,1757107840,74257473536,2018-04-08 17:57:48
2015-06-09,399606,3775.58,3908.49,3818.00,3744.01,1625106304,69426569216,2018-04-08 17:57:48
2015-06-08,399606,3979.61,3979.61,3816.58,3753.20,1787265664,79702859776,2018-04-08 17:57:48
2015-06-05,399606,4114.92,4159.75,4003.04,3957.28,1812473728,87228579840,2018-04-08 17:57:48
2015-06-04,399606,4112.20,4136.31,4062.41,3807.30,1821564416,91615723520,2018-04-08 17:57:48
2015-06-03,399606,4068.29,4131.90,4102.25,3953.88,1910306432,96307068928,2018-04-08 17:57:48
2015-06-02,399606,3870.32,4030.38,4019.11,3869.27,1843613184,87683153920,2018-04-08 17:57:48
2015-06-01,399606,3687.67,3834.74,3830.51,3687.67,1568681344,73632759808,2018-04-08 17:57:48
2015-05-29,399606,3547.56,3703.21,3649.32,3428.49,1736877696,76249513984,2018-04-08 17:57:48
2015-05-28,399606,3727.00,3787.76,3536.08,3536.08,2043958272,91108360192,2018-04-08 17:57:48
2015-05-27,399606,3747.42,3772.93,3737.59,3653.04,1993355520,89055092736,2018-04-08 17:57:48
2015-05-26,399606,3575.87,3727.99,3726.70,3575.87,1879669504,83027943424,2018-04-08 17:57:48
2015-05-25,399606,3517.91,3604.29,3571.72,3471.74,1774719104,75232026624,2018-04-08 17:57:48
2015-05-22,399606,3702.16,3726.51,3621.86,3541.46,2295787008,100277338112,2018-04-08 17:57:48
2015-05-21,399606,3523.84,3637.37,3632.80,3523.67,1798673664,80805928960,2018-04-08 17:57:48
2015-05-20,399606,3438.88,3575.62,3508.00,3438.88,1848362496,80861224960,2018-04-08 17:57:48
2015-05-19,399606,3408.75,3439.98,3421.81,3302.36,1648461312,72058363904,2018-04-08 17:57:48
2015-05-18,399606,3272.99,3384.25,3376.09,3272.99,1657955968,71977353216,2018-04-08 17:57:48
2015-05-15,399606,3201.61,3270.61,3238.91,3150.89,1627874176,65892687872,2018-04-08 17:57:48
2015-05-14,399606,3268.89,3324.07,3235.06,3230.61,1821477888,80170205184,2018-04-08 17:57:48
2015-05-13,399606,3280.11,3368.49,3287.11,3216.86,1955548416,86700531712,2018-04-08 17:57:48
2015-05-12,399606,3270.97,3351.75,3346.92,3227.13,2071803904,91757740032,2018-04-08 17:57:48
2015-05-11,399606,3105.01,3244.08,3240.31,3080.19,2111185920,91339563008,2018-04-08 17:57:48
2015-05-08,399606,2923.31,3062.73,3061.93,2923.31,1693109760,69171093504,2018-04-08 17:57:48
2015-05-07,399606,2908.71,2965.20,2889.38,2884.66,1237165056,52550578176,2018-04-08 17:57:48
2015-05-06,399606,2889.64,3013.95,2931.09,2889.64,1480643968,65058664448,2018-04-08 17:57:48
2015-05-05,399606,2914.78,2930.14,2866.03,2835.58,1194258304,49492144128,2018-04-08 17:57:48
2015-05-04,399606,2953.20,2970.02,2929.67,2887.01,1321488000,56751288320,2018-04-08 17:57:48
2015-04-30,399606,2908.91,3005.27,2942.61,2908.91,1526724224,65691701248,2018-04-08 17:57:48
2015-04-29,399606,2773.05,2881.19,2880.17,2753.77,1389063552,61866078208,2018-04-08 17:57:48
2015-04-28,399606,2845.81,2861.04,2767.13,2728.47,1441659776,55172759552,2018-04-08 17:57:48
2015-04-27,399606,2863.35,2889.25,2828.25,2817.60,1364203648,55466053632,2018-04-08 17:57:48
2015-04-24,399606,2768.97,2828.38,2815.13,2750.74,1468057344,58968956928,2018-04-08 17:57:48
2015-04-23,399606,2734.21,2798.12,2785.68,2734.21,1568952064,61948608512,2018-04-08 17:57:48
2015-04-22,399606,2687.42,2733.36,2712.32,2687.42,1561809152,59533766656,2018-04-08 17:57:48
2015-04-21,399606,2514.29,2640.85,2640.85,2514.29,1337088384,49992744960,2018-04-08 17:57:48
2015-04-20,399606,2534.14,2565.83,2495.49,2481.59,1408549760,49207066624,2018-04-08 17:57:48
2015-04-17,399606,2580.52,2585.16,2535.77,2524.75,1395036160,50623381504,2018-04-08 17:57:48
2015-04-16,399606,2491.39,2606.01,2556.64,2477.93,1255689088,47538065408,2018-04-08 17:57:48
2015-04-15,399606,2623.12,2623.12,2512.74,2512.74,1427599872,54078742528,2018-04-08 17:57:48
2015-04-14,399606,2659.74,2669.12,2633.26,2613.80,1465323008,56915222528,2018-04-08 17:57:48
2015-04-13,399606,2632.52,2672.39,2652.68,2619.22,1541581824,60047933440,2018-04-08 17:57:48
2015-04-10,399606,2547.49,2642.30,2627.01,2529.24,1379220736,54183460864,2018-04-08 17:57:48
2015-04-09,399606,2553.75,2573.93,2568.98,2415.04,1643560960,60506255360,2018-04-08 17:57:48
2015-04-08,399606,2641.12,2642.31,2560.07,2513.42,1688103936,63963054080,2018-04-08 17:57:48
2015-04-07,399606,2603.00,2631.60,2630.39,2594.96,1498017792,57733308416,2018-04-08 17:57:48
2015-04-03,399606,2541.02,2588.06,2582.49,2531.85,1490987776,56807919616,2018-04-08 17:57:48
2015-04-02,399606,2504.92,2546.66,2546.66,2489.93,1556280448,57585348608,2018-04-08 17:57:48
2015-04-01,399606,2414.63,2476.86,2474.21,2413.34,1290399232,46113103872,2018-04-08 17:57:48
